source,target,length_km,speed_kph,name
n1500,n1400,0.6672,60,A Boulevard
n1500,n1501,0.6636,60,16th Avenue
n1500,n1600,0.6672,60,A Boulevard
n1501,n1401,0.6672,35,B Lane
n1501,n1500,0.6636,60,16th Avenue
n1501,n1502,0.6636,60,16th Avenue
n1501,n1601,0.6672,35,B Lane
n1502,n1402,0.6672,35,C Lane
n1502,n1501,0.6636,60,16th Avenue
n1502,n1503,0.6636,60,16th Avenue
n1502,n1602,0.6672,35,C Lane
n1503,n1403,0.6672,35,D Lane
n1503,n1502,0.6636,60,16th Avenue
n1503,n1504,0.6636,60,16th Avenue
n1503,n1603,0.6672,35,D Lane
n1504,n1404,0.6672,35,E Lane
n1504,n1503,0.6636,60,16th Avenue
n1504,n1505,0.6636,60,16th Avenue
n1504,n1604,0.6672,35,E Lane
n1505,n1405,0.6672,60,F Boulevard
n1505,n1504,0.6636,60,16th Avenue
n1505,n1506,0.6636,60,16th Avenue
n1505,n1605,0.6672,60,F Boulevard
n1506,n1406,0.6672,35,G Lane
n1506,n1505,0.6636,60,16th Avenue
n1506,n1507,0.6636,60,16th Avenue
n1506,n1606,0.6672,35,G Lane
n1507,n1407,0.6672,35,H Lane
n1507,n1506,0.6636,60,16th Avenue
n1507,n1508,0.6636,60,16th Avenue
n1507,n1607,0.6672,35,H Lane
n1508,n1408,0.6672,35,I Lane
n1508,n1507,0.6636,60,16th Avenue
n1508,n1509,0.6636,60,16th Avenue
n1508,n1608,0.6672,35,I Lane
n1509,n1409,0.6672,35,J Lane
n1509,n1508,0.6636,60,16th Avenue
n1509,n1510,0.6636,60,16th Avenue
n1509,n1609,0.6672,35,J Lane
n1510,n1410,0.6672,60,K Boulevard
n1510,n1509,0.6636,60,16th Avenue
n1510,n1511,0.6636,60,16th Avenue
n1510,n1610,0.6672,60,K Boulevard
n1511,n1411,0.6672,35,L Lane
n1511,n1510,0.6636,60,16th Avenue
n1511,n1512,0.6636,60,16th Avenue
n1511,n1611,0.6672,35,L Lane
n1512,n1412,0.6672,35,M Lane
n1512,n1511,0.6636,60,16th Avenue
n1512,n1513,0.6636,60,16th Avenue
n1512,n1612,0.6672,35,M Lane
n1513,n1413,0.6672,35,N Lane
n1513,n1512,0.6636,60,16th Avenue
n1513,n1514,0.6636,60,16th Avenue
n1513,n1613,0.6672,35,N Lane
n1514,n1414,0.6672,35,O Lane
n1514,n1513,0.6636,60,16th Avenue
n1514,n1515,0.6636,60,16th Avenue
n1514,n1614,0.6672,35,O Lane
n1515,n1415,0.6672,60,P Boulevard
n1515,n1514,0.6636,60,16th Avenue
n1515,n1516,0.6636,60,16th Avenue
n1515,n1615,0.6672,60,P Boulevard
n1516,n1416,0.6672,35,Q Lane
n1516,n1515,0.6636,60,16th Avenue
n1516,n1517,0.6636,60,16th Avenue
n1516,n1616,0.6672,35,Q Lane
n1517,n1417,0.6672,35,R Lane
n1517,n1516,0.6636,60,16th Avenue
n1517,n1518,0.6636,60,16th Avenue
n1517,n1617,0.6672,35,R Lane
n1518,n1418,0.6672,35,S Lane
n1518,n1517,0.6636,60,16th Avenue
n1518,n1519,0.6636,60,16th Avenue
n1518,n1618,0.6672,35,S Lane
n1519,n1419,0.6672,35,T Lane
n1519,n1518,0.6636,60,16th Avenue
n1519,n1520,0.6636,60,16th Avenue
n1520,n1420,0.6672,60,U Boulevard
n1520,n1519,0.6636,60,16th Avenue
n1520,n1521,0.6636,60,16th Avenue
n1520,n1620,0.6672,60,U Boulevard
n1521,n1421,0.6672,35,V Lane
n1521,n1520,0.6636,60,16th Avenue
n1521,n1522,0.6636,60,16th Avenue
n1521,n1621,0.6672,35,V Lane
n1522,n1422,0.6672,35,W Lane
n1522,n1521,0.6636,60,16th Avenue
n1522,n1523,0.6636,60,16th Avenue
n1522,n1622,0.6672,35,W Lane
n1523,n1423,0.6672,35,X Lane
n1523,n1522,0.6636,60,16th Avenue
n1523,n1524,0.6636,60,16th Avenue
n1523,n1623,0.6672,35,X Lane
n1524,n1523,0.6636,60,16th Avenue
n1524,n1525,0.6636,60,16th Avenue
n1524,n1624,0.6672,35,Y Lane
n1525,n1425,0.6672,60,Z Boulevard
n1525,n1524,0.6636,60,16th Avenue
n1525,n1526,0.6636,60,16th Avenue
n1525,n1625,0.6672,60,Z Boulevard
n1526,n1426,0.6672,35,AA Lane
n1526,n1525,0.6636,60,16th Avenue
n1526,n1527,0.6636,60,16th Avenue
n1526,n1626,0.6672,35,AA Lane
n1527,n1427,0.6672,35,AB Lane
n1527,n1526,0.6636,60,16th Avenue
n1527,n1528,0.6636,60,16th Avenue
n1527,n1627,0.6672,35,AB Lane
n1528,n1527,0.6636,60,16th Avenue
n1528,n1529,0.6636,60,16th Avenue
n1528,n1628,0.6672,35,AC Lane
n1529,n1429,0.6672,35,AD Lane
n1529,n1528,0.6636,60,16th Avenue
n1529,n1530,0.6636,60,16th Avenue
n1529,n1629,0.6672,35,AD Lane
n1530,n1430,0.6672,60,AE Boulevard
n1530,n1529,0.6636,60,16th Avenue
n1530,n1531,0.6636,60,16th Avenue
n1530,n1630,0.6672,60,AE Boulevard
n1531,n1431,0.6672,35,AF Lane
n1531,n1530,0.6636,60,16th Avenue
n1531,n1532,0.6636,60,16th Avenue
n1531,n1631,0.6672,35,AF Lane
n1532,n1432,0.6672,35,AG Lane
n1532,n1531,0.6636,60,16th Avenue
n1532,n1533,0.6636,60,16th Avenue
n1532,n1632,0.6672,35,AG Lane
n1533,n1433,0.6672,35,AH Lane
n1533,n1532,0.6636,60,16th Avenue
n1533,n1534,0.6636,60,16th Avenue
n1533,n1633,0.6672,35,AH Lane
n1534,n1434,0.6672,35,AI Lane
n1534,n1533,0.6636,60,16th Avenue
n1534,n1535,0.6636,60,16th Avenue
n1534,n1634,0.6672,35,AI Lane
n1535,n1435,0.6672,60,AJ Boulevard
n1535,n1534,0.6636,60,16th Avenue
n1535,n1536,0.6636,60,16th Avenue
n1535,n1635,0.6672,60,AJ Boulevard
n1536,n1436,0.6672,35,AK Lane
n1536,n1535,0.6636,60,16th Avenue
n1536,n1537,0.6636,60,16th Avenue
n1536,n1636,0.6672,35,AK Lane
n1537,n1437,0.6672,35,AL Lane
n1537,n1536,0.6636,60,16th Avenue
n1537,n1538,0.6636,60,16th Avenue
n1537,n1637,0.6672,35,AL Lane
n1538,n1438,0.6672,35,AM Lane
n1538,n1537,0.6636,60,16th Avenue
n1538,n1539,0.6636,60,16th Avenue
n1538,n1638,0.6672,35,AM Lane
n1539,n1439,0.6672,35,AN Lane
n1539,n1538,0.6636,60,16th Avenue
n1539,n1639,0.6672,35,AN Lane
n1539,n1039,3.3359,100,Ring Motorway
n1539,n2039,3.3359,100,Ring Motorway
n1600,n1500,0.6672,60,A Boulevard
n1600,n1601,0.6636,35,17th Street
n1600,n1700,0.6672,60,A Boulevard
n1601,n1501,0.6672,35,B Lane
n1601,n1600,0.6636,35,17th Street
n1601,n1602,0.6636,35,17th Street
n1601,n1701,0.6672,35,B Lane
n1602,n1502,0.6672,35,C Lane
n1602,n1601,0.6636,35,17th Street
n1602,n1603,0.6636,35,17th Street
n1602,n1702,0.6672,35,C Lane
n1603,n1503,0.6672,35,D Lane
n1603,n1602,0.6636,35,17th Street
n1603,n1604,0.6636,35,17th Street
n1603,n1703,0.6672,35,D Lane
n1604,n1504,0.6672,35,E Lane
n1604,n1603,0.6636,35,17th Street
n1604,n1605,0.6636,35,17th Street
n1604,n1704,0.6672,35,E Lane
n1605,n1505,0.6672,60,F Boulevard
n1605,n1604,0.6636,35,17th Street
n1605,n1606,0.6636,35,17th Street
n1605,n1705,0.6672,60,F Boulevard
n1606,n1506,0.6672,35,G Lane
n1606,n1605,0.6636,35,17th Street
n1606,n1607,0.6636,35,17th Street
n1606,n1706,0.6672,35,G Lane
n1607,n1507,0.6672,35,H Lane
n1607,n1606,0.6636,35,17th Street
n1607,n1608,0.6636,35,17th Street
n1607,n1707,0.6672,35,H Lane
n1608,n1508,0.6672,35,I Lane
n1608,n1607,0.6636,35,17th Street
n1608,n1609,0.6636,35,17th Street
n1608,n1708,0.6672,35,I Lane
n1609,n1509,0.6672,35,J Lane
n1609,n1608,0.6636,35,17th Street
n1609,n1610,0.6636,35,17th Street
n1609,n1709,0.6672,35,J Lane
n1610,n1510,0.6672,60,K Boulevard
n1610,n1609,0.6636,35,17th Street
n1610,n1611,0.6636,35,17th Street
n1610,n1710,0.6672,60,K Boulevard
n1611,n1511,0.6672,35,L Lane
n1611,n1610,0.6636,35,17th Street
n1611,n1612,0.6636,35,17th Street
n1611,n1711,0.6672,35,L Lane
n1612,n1512,0.6672,35,M Lane
n1612,n1611,0.6636,35,17th Street
n1612,n1613,0.6636,35,17th Street
n1612,n1712,0.6672,35,M Lane
n1613,n1513,0.6672,35,N Lane
n1613,n1612,0.6636,35,17th Street
n1613,n1614,0.6636,35,17th Street
n1613,n1713,0.6672,35,N Lane
n1614,n1514,0.6672,35,O Lane
n1614,n1613,0.6636,35,17th Street
n1614,n1615,0.6636,35,17th Street
n1614,n1714,0.6672,35,O Lane
n1615,n1515,0.6672,60,P Boulevard
n1615,n1614,0.6636,35,17th Street
n1615,n1616,0.6636,35,17th Street
n1615,n1715,0.6672,60,P Boulevard
n1616,n1516,0.6672,35,Q Lane
n1616,n1615,0.6636,35,17th Street
n1616,n1617,0.6636,35,17th Street
n1616,n1716,0.6672,35,Q Lane
n1617,n1517,0.6672,35,R Lane
n1617,n1616,0.6636,35,17th Street
n1617,n1618,0.6636,35,17th Street
n1617,n1717,0.6672,35,R Lane
n1618,n1518,0.6672,35,S Lane
n1618,n1617,0.6636,35,17th Street
n1618,n1619,0.6636,35,17th Street
n1618,n1718,0.6672,35,S Lane
n1619,n1618,0.6636,35,17th Street
n1619,n1620,0.6636,35,17th Street
n1619,n1719,0.6672,35,T Lane
n1620,n1520,0.6672,60,U Boulevard
n1620,n1619,0.6636,35,17th Street
n1620,n1621,0.6636,35,17th Street
n1620,n1720,0.6672,60,U Boulevard
n1621,n1521,0.6672,35,V Lane
n1621,n1620,0.6636,35,17th Street
n1621,n1622,0.6636,35,17th Street
n1621,n1721,0.6672,35,V Lane
n1622,n1522,0.6672,35,W Lane
n1622,n1621,0.6636,35,17th Street
n1622,n1623,0.6636,35,17th Street
n1622,n1722,0.6672,35,W Lane
n1623,n1523,0.6672,35,X Lane
n1623,n1622,0.6636,35,17th Street
n1623,n1624,0.6636,35,17th Street
n1623,n1723,0.6672,35,X Lane
n1624,n1524,0.6672,35,Y Lane
n1624,n1623,0.6636,35,17th Street
n1624,n1625,0.6636,35,17th Street
n1624,n1724,0.6672,35,Y Lane
n1625,n1525,0.6672,60,Z Boulevard
n1625,n1624,0.6636,35,17th Street
n1625,n1626,0.6636,35,17th Street
n1625,n1725,0.6672,60,Z Boulevard
n1626,n1526,0.6672,35,AA Lane
n1626,n1625,0.6636,35,17th Street
n1626,n1627,0.6636,35,17th Street
n1626,n1726,0.6672,35,AA Lane
n1627,n1527,0.6672,35,AB Lane
n1627,n1626,0.6636,35,17th Street
n1627,n1628,0.6636,35,17th Street
n1627,n1727,0.6672,35,AB Lane
n1628,n1528,0.6672,35,AC Lane
n1628,n1627,0.6636,35,17th Street
n1628,n1629,0.6636,35,17th Street
n1629,n1529,0.6672,35,AD Lane
n1629,n1628,0.6636,35,17th Street
n1629,n1630,0.6636,35,17th Street
n1629,n1729,0.6672,35,AD Lane
n1630,n1530,0.6672,60,AE Boulevard
n1630,n1629,0.6636,35,17th Street
n1630,n1631,0.6636,35,17th Street
n1630,n1730,0.6672,60,AE Boulevard
n1631,n1531,0.6672,35,AF Lane
n1631,n1630,0.6636,35,17th Street
n1631,n1632,0.6636,35,17th Street
n1631,n1731,0.6672,35,AF Lane
n1632,n1532,0.6672,35,AG Lane
n1632,n1631,0.6636,35,17th Street
n1632,n1633,0.6636,35,17th Street
n1632,n1732,0.6672,35,AG Lane
n1633,n1533,0.6672,35,AH Lane
n1633,n1632,0.6636,35,17th Street
n1633,n1634,0.6636,35,17th Street
n1633,n1733,0.6672,35,AH Lane
n1634,n1534,0.6672,35,AI Lane
n1634,n1633,0.6636,35,17th Street
n1634,n1635,0.6636,35,17th Street
n1634,n1734,0.6672,35,AI Lane
n1635,n1535,0.6672,60,AJ Boulevard
n1635,n1634,0.6636,35,17th Street
n1635,n1636,0.6636,35,17th Street
n1635,n1735,0.6672,60,AJ Boulevard
n1636,n1536,0.6672,35,AK Lane
n1636,n1635,0.6636,35,17th Street
n1636,n1637,0.6636,35,17th Street
n1637,n1537,0.6672,35,AL Lane
n1637,n1636,0.6636,35,17th Street
n1637,n1638,0.6636,35,17th Street
n1637,n1737,0.6672,35,AL Lane
n1638,n1538,0.6672,35,AM Lane
n1638,n1637,0.6636,35,17th Street
n1638,n1639,0.6636,35,17th Street
n1638,n1738,0.6672,35,AM Lane
n1639,n1539,0.6672,35,AN Lane
n1639,n1638,0.6636,35,17th Street
n1700,n1600,0.6672,60,A Boulevard
n1700,n1701,0.6635,35,18th Street
n1700,n1800,0.6672,60,A Boulevard
n1701,n1601,0.6672,35,B Lane
n1701,n1700,0.6635,35,18th Street
n1701,n1702,0.6635,35,18th Street
n1702,n1602,0.6672,35,C Lane
n1702,n1701,0.6635,35,18th Street
n1702,n1703,0.6635,35,18th Street
n1702,n1802,0.6672,35,C Lane
n1703,n1603,0.6672,35,D Lane
n1703,n1702,0.6635,35,18th Street
n1703,n1704,0.6635,35,18th Street
n1703,n1803,0.6672,35,D Lane
n1704,n1604,0.6672,35,E Lane
n1704,n1703,0.6635,35,18th Street
n1704,n1705,0.6635,35,18th Street
n1704,n1804,0.6672,35,E Lane
n1705,n1605,0.6672,60,F Boulevard
n1705,n1704,0.6635,35,18th Street
n1705,n1706,0.6635,35,18th Street
n1705,n1805,0.6672,60,F Boulevard
n1706,n1606,0.6672,35,G Lane
n1706,n1705,0.6635,35,18th Street
n1706,n1707,0.6635,35,18th Street
n1706,n1806,0.6672,35,G Lane
n1707,n1607,0.6672,35,H Lane
n1707,n1706,0.6635,35,18th Street
n1707,n1708,0.6635,35,18th Street
n1707,n1807,0.6672,35,H Lane
n1708,n1608,0.6672,35,I Lane
n1708,n1707,0.6635,35,18th Street
n1708,n1709,0.6635,35,18th Street
n1708,n1808,0.6672,35,I Lane
n1709,n1609,0.6672,35,J Lane
n1709,n1708,0.6635,35,18th Street
n1709,n1710,0.6635,35,18th Street
n1709,n1809,0.6672,35,J Lane
n1710,n1610,0.6672,60,K Boulevard
n1710,n1709,0.6635,35,18th Street
n1710,n1711,0.6635,35,18th Street
n1710,n1810,0.6672,60,K Boulevard
n1711,n1611,0.6672,35,L Lane
n1711,n1710,0.6635,35,18th Street
n1711,n1712,0.6635,35,18th Street
n1711,n1811,0.6672,35,L Lane
n1712,n1612,0.6672,35,M Lane
n1712,n1711,0.6635,35,18th Street
n1712,n1713,0.6635,35,18th Street
n1712,n1812,0.6672,35,M Lane
n1713,n1613,0.6672,35,N Lane
n1713,n1712,0.6635,35,18th Street
n1713,n1714,0.6635,35,18th Street
n1713,n1813,0.6672,35,N Lane
n1714,n1614,0.6672,35,O Lane
n1714,n1713,0.6635,35,18th Street
n1714,n1715,0.6635,35,18th Street
n1714,n1814,0.6672,35,O Lane
n1715,n1615,0.6672,60,P Boulevard
n1715,n1714,0.6635,35,18th Street
n1715,n1716,0.6635,35,18th Street
n1715,n1815,0.6672,60,P Boulevard
n1716,n1616,0.6672,35,Q Lane
n1716,n1715,0.6635,35,18th Street
n1716,n1717,0.6635,35,18th Street
n1717,n1617,0.6672,35,R Lane
n1717,n1716,0.6635,35,18th Street
n1717,n1718,0.6635,35,18th Street
n1717,n1817,0.6672,35,R Lane
n1718,n1618,0.6672,35,S Lane
n1718,n1717,0.6635,35,18th Street
n1718,n1719,0.6635,35,18th Street
n1718,n1818,0.6672,35,S Lane
n1719,n1619,0.6672,35,T Lane
n1719,n1718,0.6635,35,18th Street
n1719,n1720,0.6635,35,18th Street
n1719,n1819,0.6672,35,T Lane
n1720,n1620,0.6672,60,U Boulevard
n1720,n1719,0.6635,35,18th Street
n1720,n1721,0.6635,35,18th Street
n1720,n1820,0.6672,60,U Boulevard
n1721,n1621,0.6672,35,V Lane
n1721,n1720,0.6635,35,18th Street
n1721,n1722,0.6635,35,18th Street
n1721,n1821,0.6672,35,V Lane
n1722,n1622,0.6672,35,W Lane
n1722,n1721,0.6635,35,18th Street
n1722,n1723,0.6635,35,18th Street
n1722,n1822,0.6672,35,W Lane
n1723,n1623,0.6672,35,X Lane
n1723,n1722,0.6635,35,18th Street
n1723,n1724,0.6635,35,18th Street
n1723,n1823,0.6672,35,X Lane
n1724,n1624,0.6672,35,Y Lane
n1724,n1723,0.6635,35,18th Street
n1724,n1725,0.6635,35,18th Street
n1724,n1824,0.6672,35,Y Lane
n1725,n1625,0.6672,60,Z Boulevard
n1725,n1724,0.6635,35,18th Street
n1725,n1726,0.6635,35,18th Street
n1725,n1825,0.6672,60,Z Boulevard
n1726,n1626,0.6672,35,AA Lane
n1726,n1725,0.6635,35,18th Street
n1726,n1727,0.6635,35,18th Street
n1727,n1627,0.6672,35,AB Lane
n1727,n1726,0.6635,35,18th Street
n1728,n1729,0.6635,35,18th Street
n1728,n1828,0.6672,35,AC Lane
n1729,n1629,0.6672,35,AD Lane
n1729,n1728,0.6635,35,18th Street
n1729,n1730,0.6635,35,18th Street
n1729,n1829,0.6672,35,AD Lane
n1730,n1630,0.6672,60,AE Boulevard
n1730,n1729,0.6635,35,18th Street
n1730,n1731,0.6635,35,18th Street
n1730,n1830,0.6672,60,AE Boulevard
n1731,n1631,0.6672,35,AF Lane
n1731,n1730,0.6635,35,18th Street
n1731,n1732,0.6635,35,18th Street
n1731,n1831,0.6672,35,AF Lane
n1732,n1632,0.6672,35,AG Lane
n1732,n1731,0.6635,35,18th Street
n1732,n1733,0.6635,35,18th Street
n1732,n1832,0.6672,35,AG Lane
n1733,n1633,0.6672,35,AH Lane
n1733,n1732,0.6635,35,18th Street
n1733,n1734,0.6635,35,18th Street
n1733,n1833,0.6672,35,AH Lane
n1734,n1634,0.6672,35,AI Lane
n1734,n1733,0.6635,35,18th Street
n1734,n1735,0.6635,35,18th Street
n1734,n1834,0.6672,35,AI Lane
n1735,n1635,0.6672,60,AJ Boulevard
n1735,n1734,0.6635,35,18th Street
n1735,n1736,0.6635,35,18th Street
n1735,n1835,0.6672,60,AJ Boulevard
n1736,n1735,0.6635,35,18th Street
n1736,n1737,0.6635,35,18th Street
n1736,n1836,0.6672,35,AK Lane
n1737,n1637,0.6672,35,AL Lane
n1737,n1736,0.6635,35,18th Street
n1737,n1738,0.6635,35,18th Street
n1737,n1837,0.6672,35,AL Lane
n1738,n1638,0.6672,35,AM Lane
n1738,n1737,0.6635,35,18th Street
n1738,n1739,0.6635,35,18th Street
n1738,n1838,0.6672,35,AM Lane
n1739,n1738,0.6635,35,18th Street
n1739,n1839,0.6672,35,AN Lane
n1800,n1700,0.6672,60,A Boulevard
n1800,n1801,0.6635,35,19th Street
n1800,n1900,0.6672,60,A Boulevard
n1801,n1800,0.6635,35,19th Street
n1801,n1802,0.6635,35,19th Street
n1801,n1901,0.6672,35,B Lane
n1802,n1702,0.6672,35,C Lane
n1802,n1801,0.6635,35,19th Street
n1802,n1803,0.6635,35,19th Street
n1802,n1902,0.6672,35,C Lane
n1803,n1703,0.6672,35,D Lane
n1803,n1802,0.6635,35,19th Street
n1803,n1804,0.6635,35,19th Street
n1803,n1903,0.6672,35,D Lane
n1804,n1704,0.6672,35,E Lane
n1804,n1803,0.6635,35,19th Street
n1804,n1805,0.6635,35,19th Street
n1804,n1904,0.6672,35,E Lane
n1805,n1705,0.6672,60,F Boulevard
n1805,n1804,0.6635,35,19th Street
n1805,n1806,0.6635,35,19th Street
n1805,n1905,0.6672,60,F Boulevard
n1806,n1706,0.6672,35,G Lane
n1806,n1805,0.6635,35,19th Street
n1806,n1807,0.6635,35,19th Street
n1806,n1906,0.6672,35,G Lane
n1807,n1707,0.6672,35,H Lane
n1807,n1806,0.6635,35,19th Street
n1807,n1808,0.6635,35,19th Street
n1807,n1907,0.6672,35,H Lane
n1808,n1708,0.6672,35,I Lane
n1808,n1807,0.6635,35,19th Street
n1808,n1908,0.6672,35,I Lane
n1809,n1709,0.6672,35,J Lane
n1809,n1810,0.6635,35,19th Street
n1810,n1710,0.6672,60,K Boulevard
n1810,n1809,0.6635,35,19th Street
n1810,n1811,0.6635,35,19th Street
n1810,n1910,0.6672,60,K Boulevard
n1811,n1711,0.6672,35,L Lane
n1811,n1810,0.6635,35,19th Street
n1811,n1812,0.6635,35,19th Street
n1811,n1911,0.6672,35,L Lane
n1812,n1712,0.6672,35,M Lane
n1812,n1811,0.6635,35,19th Street
n1812,n1813,0.6635,35,19th Street
n1812,n1912,0.6672,35,M Lane
n1813,n1713,0.6672,35,N Lane
n1813,n1812,0.6635,35,19th Street
n1813,n1814,0.6635,35,19th Street
n1813,n1913,0.6672,35,N Lane
n1814,n1714,0.6672,35,O Lane
n1814,n1813,0.6635,35,19th Street
n1814,n1815,0.6635,35,19th Street
n1814,n1914,0.6672,35,O Lane
n1815,n1715,0.6672,60,P Boulevard
n1815,n1814,0.6635,35,19th Street
n1815,n1816,0.6635,35,19th Street
n1815,n1915,0.6672,60,P Boulevard
n1816,n1815,0.6635,35,19th Street
n1816,n1817,0.6635,35,19th Street
n1816,n1916,0.6672,35,Q Lane
n1817,n1717,0.6672,35,R Lane
n1817,n1816,0.6635,35,19th Street
n1817,n1818,0.6635,35,19th Street
n1817,n1917,0.6672,35,R Lane
n1818,n1718,0.6672,35,S Lane
n1818,n1817,0.6635,35,19th Street
n1819,n1719,0.6672,35,T Lane
n1819,n1820,0.6635,35,19th Street
n1819,n1919,0.6672,35,T Lane
n1820,n1720,0.6672,60,U Boulevard
n1820,n1819,0.6635,35,19th Street
n1820,n1821,0.6635,35,19th Street
n1820,n1920,0.6672,60,U Boulevard
n1821,n1721,0.6672,35,V Lane
n1821,n1820,0.6635,35,19th Street
n1821,n1822,0.6635,35,19th Street
n1821,n1921,0.6672,35,V Lane
n1822,n1722,0.6672,35,W Lane
n1822,n1821,0.6635,35,19th Street
n1822,n1823,0.6635,35,19th Street
n1822,n1922,0.6672,35,W Lane
n1823,n1723,0.6672,35,X Lane
n1823,n1822,0.6635,35,19th Street
n1823,n1824,0.6635,35,19th Street
n1823,n1923,0.6672,35,X Lane
n1824,n1724,0.6672,35,Y Lane
n1824,n1823,0.6635,35,19th Street
n1824,n1825,0.6635,35,19th Street
n1824,n1924,0.6672,35,Y Lane
n1825,n1725,0.6672,60,Z Boulevard
n1825,n1824,0.6635,35,19th Street
n1825,n1826,0.6635,35,19th Street
n1825,n1925,0.6672,60,Z Boulevard
n1826,n1825,0.6635,35,19th Street
n1826,n1827,0.6635,35,19th Street
n1826,n1926,0.6672,35,AA Lane
n1827,n1826,0.6635,35,19th Street
n1827,n1828,0.6635,35,19th Street
n1827,n1927,0.6672,35,AB Lane
n1828,n1728,0.6672,35,AC Lane
n1828,n1827,0.6635,35,19th Street
n1828,n1829,0.6635,35,19th Street
n1828,n1928,0.6672,35,AC Lane
n1829,n1729,0.6672,35,AD Lane
n1829,n1828,0.6635,35,19th Street
n1829,n1830,0.6635,35,19th Street
n1829,n1929,0.6672,35,AD Lane
n1830,n1730,0.6672,60,AE Boulevard
n1830,n1829,0.6635,35,19th Street
n1830,n1831,0.6635,35,19th Street
n1830,n1930,0.6672,60,AE Boulevard
n1831,n1731,0.6672,35,AF Lane
n1831,n1830,0.6635,35,19th Street
n1831,n1832,0.6635,35,19th Street
n1831,n1931,0.6672,35,AF Lane
n1832,n1732,0.6672,35,AG Lane
n1832,n1831,0.6635,35,19th Street
n1832,n1833,0.6635,35,19th Street
n1832,n1932,0.6672,35,AG Lane
n1833,n1733,0.6672,35,AH Lane
n1833,n1832,0.6635,35,19th Street
n1833,n1834,0.6635,35,19th Street
n1833,n1933,0.6672,35,AH Lane
n1834,n1734,0.6672,35,AI Lane
n1834,n1833,0.6635,35,19th Street
n1834,n1835,0.6635,35,19th Street
n1834,n1934,0.6672,35,AI Lane
n1835,n1735,0.6672,60,AJ Boulevard
n1835,n1834,0.6635,35,19th Street
n1835,n1836,0.6635,35,19th Street
n1835,n1935,0.6672,60,AJ Boulevard
n1836,n1736,0.6672,35,AK Lane
n1836,n1835,0.6635,35,19th Street
n1836,n1837,0.6635,35,19th Street
n1836,n1936,0.6672,35,AK Lane
n1837,n1737,0.6672,35,AL Lane
n1837,n1836,0.6635,35,19th Street
n1837,n1838,0.6635,35,19th Street
n1837,n1937,0.6672,35,AL Lane
n1838,n1738,0.6672,35,AM Lane
n1838,n1837,0.6635,35,19th Street
n1838,n1839,0.6635,35,19th Street
n1838,n1938,0.6672,35,AM Lane
n1839,n1739,0.6672,35,AN Lane
n1839,n1838,0.6635,35,19th Street
n1839,n1939,0.6672,35,AN Lane
n1900,n1800,0.6672,60,A Boulevard
n1900,n1901,0.6634,35,20th Street
n1900,n2000,0.6672,60,A Boulevard
n1900,n2400,3.3359,100,Ring Motorway
n1900,n1400,3.3359,100,Ring Motorway
n1901,n1801,0.6672,35,B Lane
n1901,n1900,0.6634,35,20th Street
n1901,n1902,0.6634,35,20th Street
n1901,n2001,0.6672,35,B Lane
n1902,n1802,0.6672,35,C Lane
n1902,n1901,0.6634,35,20th Street
n1902,n1903,0.6634,35,20th Street
n1902,n2002,0.6672,35,C Lane
n1903,n1803,0.6672,35,D Lane
n1903,n1902,0.6634,35,20th Street
n1903,n2003,0.6672,35,D Lane
n1904,n1804,0.6672,35,E Lane
n1904,n1905,0.6634,35,20th Street
n1904,n2004,0.6672,35,E Lane
n1905,n1805,0.6672,60,F Boulevard
n1905,n1904,0.6634,35,20th Street
n1905,n1906,0.6634,35,20th Street
n1905,n2005,0.6672,60,F Boulevard
n1906,n1806,0.6672,35,G Lane
n1906,n1905,0.6634,35,20th Street
n1906,n1907,0.6634,35,20th Street
n1906,n2006,0.6672,35,G Lane
n1907,n1807,0.6672,35,H Lane
n1907,n1906,0.6634,35,20th Street
n1907,n2007,0.6672,35,H Lane
n1908,n1808,0.6672,35,I Lane
n1908,n1909,0.6634,35,20th Street
n1908,n2008,0.6672,35,I Lane
n1909,n1908,0.6634,35,20th Street
n1909,n2009,0.6672,35,J Lane
n1910,n1810,0.6672,60,K Boulevard
n1910,n1911,0.6634,35,20th Street
n1910,n2010,0.6672,60,K Boulevard
n1911,n1811,0.6672,35,L Lane
n1911,n1910,0.6634,35,20th Street
n1911,n1912,0.6634,35,20th Street
n1911,n2011,0.6672,35,L Lane
n1912,n1812,0.6672,35,M Lane
n1912,n1911,0.6634,35,20th Street
n1912,n1913,0.6634,35,20th Street
n1912,n2012,0.6672,35,M Lane
n1913,n1813,0.6672,35,N Lane
n1913,n1912,0.6634,35,20th Street
n1913,n1914,0.6634,35,20th Street
n1913,n2013,0.6672,35,N Lane
n1914,n1814,0.6672,35,O Lane
n1914,n1913,0.6634,35,20th Street
n1914,n1915,0.6634,35,20th Street
n1914,n2014,0.6672,35,O Lane
n1915,n1815,0.6672,60,P Boulevard
n1915,n1914,0.6634,35,20th Street
n1915,n1916,0.6634,35,20th Street
n1915,n2015,0.6672,60,P Boulevard
n1916,n1816,0.6672,35,Q Lane
n1916,n1915,0.6634,35,20th Street
n1916,n1917,0.6634,35,20th Street
n1916,n2016,0.6672,35,Q Lane
n1917,n1817,0.6672,35,R Lane
n1917,n1916,0.6634,35,20th Street
n1917,n1918,0.6634,35,20th Street
n1917,n2017,0.6672,35,R Lane
n1918,n1917,0.6634,35,20th Street
n1918,n1919,0.6634,35,20th Street
n1918,n2018,0.6672,35,S Lane
